label,text
0,"With the mouth and chin of a deity singular, wild, full, liquid eyes, whose shadows varied from pure hazel to intense and brilliant jet and a profusion of curling, black hair, from which a forehead of unusual breadth gleamed forth at intervals all light and ivory his were features than which I have seen none more classically regular, except, perhaps, the marble ones of the Emperor Commodus."
0,But why shall I say more?
0,This thirst it appeared to be the design of my persecutors to stimulate: for the food in the dish was meat pungently seasoned.
0,"The soiree would scarcely break up before two; and by this hour the vehicle was to be at the door, when, in the confusion occasioned by the departure of the company, Madame L. could easily enter it unobserved."
0,"We perceived the effect of this manoeuvre immediately, in a vastly increased rate of progress; and, as the gale freshened, we flew with a velocity nearly inconceivable; the guide rope flying out behind the car, like a streamer from a vessel."
0,At this shadow I gazed wonderingly for many minutes.
0,"It was of a jetty black; which was also the color, or more properly the no color of his unimaginable whiskers."
0,"""I protracted my visit as long as possible, and, while I maintained a most animated discussion with the Minister upon a topic which I knew well had never failed to interest and excite him, I kept my attention really riveted upon the letter."
0,"The propeller was kept in constant operation, and, no doubt, aided our progress materially."
0,"Turning to the number which designated the oval portrait, I there read the vague and quaint words which follow: ""She was a maiden of rarest beauty, and not more lovely than full of glee."
0,"Noticing these things, I rode over a short causeway to the house."
0,"At one period I thought of cutting the corpse into minute fragments, and destroying them by fire."
0,"Greek phrase Anerh o pheugoen kai palin makesetai There is a tolerably good translation of it in Hudibras 'For he that flies may fight again, Which he can never do that's slain.' ""In a Blackwood article nothing makes so fine a show as your Greek."
0,"The artist had engaged passage for himself, wife, two sisters and a servant."
0,I have said that Ellison was remarkable in the continuous profusion of good gifts lavished upon him by Fortune.
0,We at once concluded that these mirrors were so placed to multiply to the vision some few pieces of machinery within the trunk so as to give it the appearance of being crowded with mechanism.
0,I leaned to the left.
0,"Since my sojourn in the borough, they have had several special meetings, and have adopted these three important resolutions: ""That it is wrong to alter the good old course of things:"" ""That there is nothing tolerable out of Vondervotteimittiss:"" and ""That we will stick by our clocks and our cabbages."""
0,"My eyes, from the cruel pressure of the machine, were absolutely starting from their sockets."
0,"""Reperuse now that portion of this argument which has reference to the identification of the corpse by Beauvais."
0,Captain Smitherton says that yesterday was Sunday: so it was; he is right.
0,"He called upon us early in the afternoon of the thirteenth of July, , and remained with us until late in the night."
0,"""I see you are a pupil after my own heart."
0,What I have said above upon this topic must suffice.
0,Ere I could recover the use of my senses he was gone.
0,"It occasionally happens, however, that the concerto yells are succeeded by a simultaneous effort at breaking loose, when, of course, some little danger is to be apprehended."""
0,"In these paintings, which depended from the walls not only in their main surfaces, but in very many nooks which the bizarre architecture of the chateau rendered necessary in these paintings my incipient delirium, perhaps, had caused me to take deep interest; so that I bade Pedro to close the heavy shutters of the room since it was already night to light the tongues of a tall candelabrum which stood by the head of my bed and to throw open far and wide the fringed curtains of black velvet which enveloped the bed itself."
0,"""Hem ahem rather civil that, I should say"" said the bundle, in one of the smallest, and altogether the funniest little voices, between a squeak and a whistle, that I ever heard in all the days of my existence."
0,"Having threaded the mazes of this channel for some hours, the gloom deepening every moment, a sharp and unexpected turn of the vessel brought it suddenly, as if dropped from heaven, into a circular basin of very considerable extent when compared with the width of the gorge."
0,"Upon my touching him, he immediately arose, purred loudly, rubbed against my hand, and appeared delighted with my notice."
0,"The lion, the tiger, and the leopard are entirely without restraint."
0,This wall had gates of iron.
0,"""Many other persons, neighbors, gave evidence to the same effect."
0,"While he spoke thus, I commenced the passes which I had already found most effectual in subduing him."
0,"All the phrases did not fit, as we say in the Anglo Saxon."
0,"Therein, he has dreamed of flames and suffocation of mountains upon mountains of Pelion upon Ossa."
0,"It is a fac simile drawing of what has been described in one portion of the testimony as 'dark bruises, and deep indentations of finger nails,' upon the throat of Mademoiselle L'Espanaye, and in another, by Messrs. Dumas and Etienne, as a 'series of livid spots, evidently the impression of fingers.' ""You will perceive,"" continued my friend, spreading out the paper upon the table before us, ""that this drawing gives the idea of a firm and fixed hold."
0,"And then the music ceased, as I have told; and the evolutions of the waltzers were quieted; and there was an uneasy cessation of all things as before."
0,"Pompey, bring me that leg"" Here Pompey handed the bundle, a very capital cork leg, already dressed, which it screwed on in a trice; and then it stood up before my eyes."
0,"You may hint at buck wheat cake, or you may even go so far as to insinuate oat meal porridge, but if bread and butter be your real meaning, be cautious, my dear Miss Psyche, not on any account to say 'bread and butter'"" I assured him that I should never say it again as long as I lived."
0,"The meditations were never pleasurable; and, at the termination of the reverie, the first cause, so far from being out of sight, had attained that supernaturally exaggerated interest which was the prevailing feature of the disease."
0,"Indeed, the labor now required by the condenser had increased to a most oppressive degree, and allowed me scarcely any respite from exertion."
0,"""I am not more sure that I breathe than I am that the letter is not at the Hotel."""
0,"And in the direction or concentration of this effort or, more properly, in its adaptation to the eyes which were to behold it on earth he perceived that he should be employing the best means laboring to the greatest advantage in the fulfilment, not only of his own destiny as poet, but of the august purposes for which the Deity had implanted the poetic sentiment in man."
0,"The body, as well as the head, was fearfully mutilated the former so much so as scarcely to retain any semblance of humanity."
0,"""You do not comprehend?"" he said."
0,"For months I could not rid myself of the phantasm of the cat; and, during this period, there came back into my spirit a half sentiment that seemed, but was not, remorse."
0,"In the meantime, as it was very certain that I would be attacked in the Fly for my attempt at composing a rival poem on the ""Oil of Bob,"" he Mr. Crab, would take it upon himself to attend, pointedly, to my private and personal interests."
0,"When the ideas to which I have alluded first occurred to me, it was of course very natural that I should think of M. Valdemar."
0,"We had long regarded the wanderers as vapory creations of inconceivable tenuity, and as altogether incapable of doing injury to our substantial globe, even in the event of contact."
0,I did not receive the expected message from the captain for nearly a week.
0,"At a piano, singing an aria from Bellini, sat a young and very beautiful woman, who, at my entrance, paused in her song, and received me with graceful courtesy."
0,"A fourth could only suppose it the Yankee's design to X press, in a general way, his X asperation."
0,"We could not understand, that is to say, we could not have understood, had the notion of this primum mobile ever obtruded itself; we could not have understood in what manner it might be made to further the objects of humanity, either temporal or eternal."
0,"The conditions of the sentience had been here, he imagined, fulfilled in the method of collocation of these stones in the order of their arrangement, as well as in that of the many fungi which overspread them, and of the decayed trees which stood around above all, in the long undisturbed endurance of this arrangement, and in its reduplication in the still waters of the tarn."
0,"Pundit is the only conversible person on board; and he, poor soul can speak of nothing but antiquities."
0,"Burning with the chivalry of this determination, the great Touch and go, in the next 'Tea Pot,' came out merely with this simple but resolute paragraph, in reference to this unhappy affair: 'The editor of the ""Tea Pot"" has the honor of advising the editor of the ""Gazette"" that he the ""Tea Pot"" will take an opportunity in tomorrow morning's paper, of convincing him the ""Gazette"" that he the ""Tea Pot"" both can and will be his own master, as regards style; he the ""Tea Pot"" intending to show him the ""Gazette"" the supreme, and indeed the withering contempt with which the criticism of him the ""Gazette"" inspires the independent bosom of him the ""TeaPot"" by composing for the especial gratification ? of him the ""Gazette"" a leading article, of some extent, in which the beautiful vowel the emblem of Eternity yet so offensive to the hyper exquisite delicacy of him the ""Gazette"" shall most certainly not be avoided by his the ""Gazette's"" most obedient, humble servant, the ""Tea Pot."" ""So much for Buckingham""' In fulfilment of the awful threat thus darkly intimated rather than decidedly enunciated, the great Bullet head, turning a deaf ear to all entreaties for 'copy,'"
0,In vain we besieged the old gentleman with importunities.
0,"From this rod it would have been impossible for any one to reach the window itself, to say nothing of entering it."
0,It is a bye street very lonely.
0,"In this trim we rode safely enough for forty eight hours the ship proving herself an excellent sea boat in many respects, and shipping no water of any consequence."
0,We neither insert nor purchase any stuff of the sort.
0,"They are encrusted with nitre."""
0,"The natural platform to which we had clambered was thickly overgrown with brambles, through which we soon discovered that it would have been impossible to force our way but for the scythe; and Jupiter, by direction of his master, proceeded to clear for us a path to the foot of an enormously tall tulip tree, which stood, with some eight or ten oaks, upon the level, and far surpassed them all, and all other trees which I had then ever seen, in the beauty of its foliage and form, in the wide spread of its branches, and in the general majesty of its appearance."
0,"""Oh my"" lisped the Marquis."
0,I mentioned some time ago the bending of a studding sail.
0,"At first I proceeded with extreme caution, for the floor, although seemingly of solid material, was treacherous with slime."
0,"We were, however, well aware of having made farther to the southward than any previous navigators, and felt great amazement at not meeting with the usual impediments of ice."
0,"""But there are still other and stronger reasons for believing them so deposited, than any which I have as yet urged."
0,"""of Chantilly,"" said he, ""why do you pause?"
0,"Seizing him furiously by the wool with both hands, I tore out a vast quantity of black, and crisp, and curling material, and tossed it from me with every manifestation of disdain."
0,The fury of a demon instantly possessed me.
0,"This done, we wait until the palace is half way up, and then we pay some tasty architect to run us up an ornamental mud hovel, right against it; or a Down East or Dutch Pagoda, or a pig sty, or an ingenious little bit of fancy work, either Esquimau, Kickapoo, or Hottentot."
0,"The deep, the poignant, the overwhelming mortification, which upon each such failure of his praise worthy endeavors, would suffuse every lineament of his countenance, left not the slightest room for doubt of his sincerity in the bosoms of even his most skeptical companions."
0,No secret issues could have escaped their vigilance.
0,"Von Kempelen, however, is by no means 'a misanthrope,' in appearance, at least, whatever he may be in fact."
0,"THE great problem is at length solved The air, as well as the earth and the ocean, has been subdued by science, and will become a common and convenient highway for mankind."
0,"Now, with a simpleton a degree above the first, he would have reasoned thus: 'This fellow finds that in the first instance I guessed odd, and, in the second, he will propose to himself, upon the first impulse, a simple variation from even to odd, as did the first simpleton; but then a second thought will suggest that this is too simple a variation, and finally he will decide upon putting it even as before."
0,"A little consideration will convince any one that the difficulty of making a machine beat all games, Is not in the least degree greater, as regards the principle of the operations necessary, than that of making it beat a single game."
0,It is this wild longing it is this eager vehemence of desire for life but for life that I have no power to portray no utterance capable of expressing.
0,"This complexion, the 'hitch' in the bandage, and the 'sailor's knot,' with which the bonnet ribbon is tied, point to a seaman."
0,"We soon found ourselves driving out to sea at the rate of not less, certainly, than fifty or sixty miles an hour, so that we came up with Cape Clear, at some forty miles to our North, before we had secured the rod, and had time to think what we were about."
0,"The voice, however, still puzzled me no little; but even this apparent mystery was speedily cleared up."
0,"But when we consider the arrangement of the candles, another reason immediately presents itself."
0,These had been torn out by the roots.
0,Had heard it said among the neighbors that Madame L. told fortunes did not believe it.
0,"But, once upon a time, a certain rich miser conceived the design of spunging upon this Abernethy for a medical opinion."
0,"The first manifestations, although marked, are unequivocal."
0,In reading the above sentence a curious apothegm of an old weather beaten Dutch navigator comes full upon my recollection.
0,Above all was the sense of hearing acute.
0,"The possible moves being not only manifold but involute, the chances of such oversights are multiplied; and in nine cases out of ten it is the more concentrative rather than the more acute player who conquers."
0,"Nevertheless, he had his uses, as every thing has, however vile, and taught mankind a lesson which to this day it is in no danger of forgetting never to run directly contrary to the natural analogies."
0,"I threw off an overcoat, took an arm chair by the crackling logs, and awaited patiently the arrival of my hosts."
0,"Every preparation likely to embarrass us, having been made over night, we commenced the inflation this morning at daybreak; but owing to a thick fog, which encumbered the folds of the silk and rendered it unmanageable, we did not get through before nearly eleven o'clock."
0,This was a state of things not to be endured.
0,"By the bye, Monsieur, did I understand you to say that the system you have adopted, in place of the celebrated soothing system, was one of very rigorous severity?"""
0,"Yet as it lies some distance from any of the main roads, being in a somewhat out of the way situation, there are perhaps very few of my readers who have ever paid it a visit."
0,"This did moderately well for a time; in fact, I was not avaricious, but my dog was."
0,"Fortunately, there is but one mode of reasoning upon the point, and that mode must lead us to a definite decision."
0,Doubled his fist and knocked me down.
0,"I was greatly and immediately relieved, however, when I saw the lady merely hand the gentleman a play bill, without speaking, but the reader may form some feeble conception of my astonishment of my profound amazement my delirious bewilderment of heart and soul when, instantly afterward, having again glanced furtively around, she allowed her bright eyes to set fully and steadily upon my own, and then, with a faint smile, disclosing a bright line of her pearly teeth, made two distinct, pointed, and unequivocal affirmative inclinations of the head."
0,"As soon as he had gammoned him sufficiently, he let him out, and sent him about his business."""
0,"Upon its front were characters engraven in the stone; and I walked through the morass of water lilies, until I came close unto the shore, that I might read the characters upon the stone."
0,"I hesitated to ride, or to walk, or to indulge in any exercise that would carry me from home."
0,This is his aim his object his end.
0,"Should he come, it will be necessary to detain him."
0,"Does it not seem singular how they should have failed to deduce from the works of God the vital fact that a perfect consistency must be an absolute truth How plain has been our progress since the late announcement of this proposition Investigation has been taken out of the hands of the ground moles and given, as a task, to the true and only true thinkers, the men of ardent imagination."
0,"It had lost, in a great measure, the deep tint of blue it had hitherto worn, being now of a grayish white, and of a lustre dazzling to the eye."
0,"The pallor of his countenance had assumed, if possible, a more ghastly hue but the luminousness of his eye had utterly gone out."
0,"It contained, when afloat, the captain and his wife, Mr. Wyatt and party, a Mexican officer, wife, four children, and myself, with a negro valet."
0,He places his head upon the pillow.
0,"The trout, and some other varieties of fish, with which this pond seemed to be almost inconveniently crowded, had all the appearance of veritable flying fish."
0,"The result of this well conceived plan, however, the success of which would have saved me much trouble in after life, served to convince me that some editors are not to be bamboozled, and gave the coup de grace as they say in France, to my nascent hopes, as they say in the city of the transcendentals."
0,"Having failed to fall, it was no part of the demon plan to hurl me into the abyss; and thus there being no alternative a different and a milder destruction awaited me."
0,"And the bright eyes of Eleonora grew brighter at my words; and she sighed as if a deadly burthen had been taken from her breast; and she trembled and very bitterly wept; but she made acceptance of the vow, for what was she but a child?"
0,"""Surprisingly beautiful"" exclaimed a second."
0,I shrank back but the closing walls pressed me resistlessly onward.
0,"From a loop hole near the summit of the kiosk, I perceived a vast crowd, in furious agitation, surrounding and assaulting a gay palace that overhung the river."
0,"And then then, when poring over forbidden pages, I felt a forbidden spirit enkindling within me would Morella place her cold hand upon my own, and rake up from the ashes of a dead philosophy some low, singular words, whose strange meaning burned themselves in upon my memory."
0,"Having satisfied myself upon this point, I was about turning my eyes to the prima donna, when they were arrested and riveted by a figure in one of the private boxes which had escaped my observation."
0,I could not be mistaken in its character.
0,"""We kept the smack in a cove about five miles higher up the coast than this; and it was our practice, in fine weather, to take advantage of the fifteen minutes' slack to push across the main channel of the Moskoe ström, far above the pool, and then drop down upon anchorage somewhere near Otterholm, or Sandflesen, where the eddies are not so violent as elsewhere."
0,"WHATEVER doubt may still envelop the rationale of mesmerism, its startling facts are now almost universally admitted."
0,Has lived in Paris two years.
0,"I reasoned, for example, thus: When I drew the scarabæus, there was no skull apparent upon the parchment."
0,"I did not, for some weeks, strike, or otherwise violently ill use it; but gradually very gradually I came to look upon it with unutterable loathing, and to flee silently from its odious presence, as from the breath of a pestilence."
0,"Please to examine, at your leisure, the inner linings of the cuff of his left sleeve, and the several little packages which may be found in the somewhat capacious pockets of his embroidered morning wrapper."""
0,"For the hours of thy happiness are over and joy is not gathered twice in a life, as the roses of Paestum twice in a year."
0,"What is said in respect to the 'detecting and bringing into practice those nice relations of size, proportion and color,' is a mere vagueness of speech, which may mean much, or little, or nothing, and which guides in no degree."
0,"Moreover, this knot is one which few besides sailors can tie, and is peculiar to the Maltese."
0,"All fools are poets; this the Prefect feels; and he is merely guilty of a non distributio medii in thence inferring that all poets are fools."""
0,"And now, amid all my infinite miseries, came sweetly the cherub Hope for I thought of my precautions."
0,"Having pulled the bag up in this way, and formed a complete enclosure on all sides, and at bottom, it was now necessary to fasten up its top or mouth, by passing its material over the hoop of the net work in other words, between the net work and the hoop."
0,"""I have not asserted that it is,"" said he; ""but, before we decide this point, I wish you to glance at the little sketch I have here traced upon this paper."
0,Our result is founded upon the following observations taken during frequent visits to the exhibition of Maelzel.
0,"My eyes are large and gray; and although, in fact they are weak a very inconvenient degree, still no defect in this regard would be suspected from their appearance."
0,At the most remote end of the crypt there appeared another less spacious.
0,"While I thus feasted my eyes, I perceived, at last, to my great trepidation, by an almost imperceptible start on the part of the lady, that she had become suddenly aware of the intensity of my gaze."
0,"Every ignoramus of a fellow who finds that he hasn't brains in sufficient quantity to make his way as a walking advertiser, or an eye sore prig, or a salt and batter man, thinks, of course, that he'll answer very well as a dabbler of mud."
0,"Between the wheels and the wall where the hole lay there was barely room for my body yet I was desperate, and determined to persevere."
0,"""Whose name is Davy Jones"" ejaculated Tarpaulin, helping the lady by his side to a skull of liqueur, and pouring out a second for himself."
0,"""Be ready,"" said Dupin, ""with your pistols, but neither use them nor show them until at a signal from myself."""
0,What said he? some broken sentences I heard.
0,"While he considers what course to pursue, however, he becomes aware of a gentle movement in the fairy bark."
0,"This game is simple, and is played with marbles."
0,"Could it be proved that the editor of L'Etoile really entertained a doubt, under the circumstances, there would be no need, in his case, of a commission de lunatico inquirendo."
0,"One went over us this morning about sunrise, and so nearly overhead that its drag rope actually brushed the network suspending our car, and caused us very serious apprehension."
0,"This delicate little creature, in the trembling of her wasted fingers, in the livid hue of her lips, and in the slight hectic spot which tinged her otherwise leaden complexion, gave evident indications of a galloping consumption."
0,"As to personal endowments, I am by no means deficient."
0,"No one who trustingly consults and thoroughly questions his own soul, will be disposed to deny the entire radicalness of the propensity in question."
0,I believe I shall be forced to call them both out.
0,"oh, quite a hero perfect desperado no hearts, Mr. Tattle?"
0,"The diddler purchases one or two dozen of these blanks, and every day dips one of them in his soup, makes his dog jump for it, and finally gives it to him as a bonne bouche."
0,"In taking leave of me, Mr. B. made a proposition for the purchase of the paper when written; but as he could offer me only fifty guineas a sheet, I thought it better to let our society have it, than sacrifice it for so paltry a sum."
0,"Within were three or four large stones, forming a kind of seat with a back and footstool."
0,"His stable, too, was appointed at a distance from the rest; and with regard to grooming and other necessary offices, none but the owner in person had ventured to officiate, or even to enter the enclosure of that particular stall."
0,"""There are, properly,"" he writes, ""but two styles of landscape gardening, the natural and the artificial."
0,"""I know not,"" continued Dupin, ""what impression I may have made, so far, upon your own understanding; but I do not hesitate to say that legitimate deductions even from this portion of the testimony the portion respecting the gruff and shrill voices are in themselves sufficient to engender a suspicion which should give direction to all farther progress in the investigation of the mystery."
0,"When he came to himself, we addressed ourselves again to an investigation of M. Valdemar's condition."
0,"It must, however, have been no inconsiderable time, for when I partially recovered the sense of existence, I found the day breaking, the balloon at a prodigious height over a wilderness of ocean, and not a trace of land to be discovered far and wide within the limits of the vast horizon."
0,"I have also to inform you that, whether it was calm weather or stormy, I found myself always immediately between the moon and the earth."
0,"My bed was so contrived upon the floor of the car, as to bring my head, in lying down, immediately below the mouth of the pitcher."
0,This relieves us of all doubt upon the question whether the old lady could have first destroyed the daughter and afterward have committed suicide.
0,"In the strange anomaly of my existence, feelings with me, had never been of the heart, and my passions always were of the mind."
0,"The latter was indeed over my head, and completely hidden by the balloon, while the moon the moon itself in all its glory lay beneath me, and at my feet."
0,"Come we will leave to the left the loud harmony of the Pleiades, and swoop outward from the throne into the starry meadows beyond Orion, where, for pansies and violets, and heart's ease, are the beds of the triplicate and triple tinted suns."
0,The evening thus spent was unquestionably the most delicious of my life.
0,"No one knew, no one could imagine; no one not even the burgomaster Mynheer Superbus Von Underduk had the slightest clew by which to unravel the mystery; so, as nothing more reasonable could be done, every one to a man replaced his pipe carefully in the corner of his mouth, and cocking up his right eye towards the phenomenon, puffed, paused, waddled about, and grunted significantly then waddled back, grunted, paused, and finally puffed again."
0,"""The 'Gazette,'"" he replied, ""has not entered, I fear, into the unusual horror of the thing."
0,"See here"" pulling down some three or four ordinary looking volumes, and opening them at random."
0,"On the day in which I visited the ship the fourteenth, Wyatt and party were also to visit it so the captain informed me and I waited on board an hour longer than I had designed, in hope of being presented to the bride, but then an apology came."
0,"This done, a few more of the loops were unfastened from the rim, a farther portion of the cloth introduced, and the disengaged loops then connected with their proper buttons."
0,But he is a good creature after all.
0,"One thing became more and more evident the longer I gazed: an artist, and one with a most scrupulous eye for form, had superintended all these arrangements."
0,"Yet this superiority even this equality was in truth acknowledged by no one but myself; our associates, by some unaccountable blindness, seemed not even to suspect it."
0,"When the machinery is wound up, the movements continue about an hour, during which time about fifty questions may be answered."
0,"Opposite him, and with her back to the door, was a lady of no whit the less extraordinary character."
0,"And all with pearl and ruby glowing Was the fair palace door, Through which came flowing, flowing, flowing, And sparkling evermore, A troop of Echoes whose sweet duty Was but to sing, In voices of surpassing beauty, The wit and wisdom of their king."
0,"Now, hold out one of your hands, Pompey, and let me step upon it thus."
0,"Did you observe any thing peculiar about it?"""
0,"Yes tears are gathering in those eyes and see the entire woman thrills throughout the soul, and the statue has started into life The pallor of the marble countenance, the swelling of the marble bosom, the very purity of the marble feet, we behold suddenly flushed over with a tide of ungovernable crimson; and a slight shudder quivers about her delicate frame, as a gentle air at Napoli about the rich silver lilies in the grass."
0,"What make him dream bout de goole so much, if taint cause he bit by de goole bug?"
0,"It did not make its appearance during the night and thus for one night at least, since its introduction into the house, I soundly and tranquilly slept; aye, slept even with the burden of murder upon my soul The second and the third day passed, and still my tormentor came not."
0,"In a remote and terror inspiring angle was a square enclosure of eight or ten feet, comprising the sanctum, ""during hours,"" of our principal, the Reverend Dr. Bransby."
0,"from the covenant of peace, a simile of sorrow?"
0,"""In some respects,"" he replied, ""your idea is not irrelevant."
0,"My apparatus all continued in good order, and the balloon still ascended without any perceptible vacillation."
0,"""Allow me, mon ami,"" now said Monsieur Maillard, addressing myself, ""allow me to send you a morsel of this veal a la St. Menhoult you will find it particularly fine."""
0,"He returns not, let the consequences be what they may."
0,"We suffered much, and made a narrow escape, but fortune befriended us, as well as our mates in the long boat."
0,"""One of the most popular pieces of mechanism which we have seen, Is the Magician constructed by M. Maillardet, for the purpose of answering certain given questions."
0,"I hastened to prevent an intrusion, and then immediately returned to my dying antagonist."
0,"The star shaped flowers shrank into the stems of the trees, and appeared no more."
0,"My street inquiries about ""the lovely widow, Madame Lalande,"" were supposed to refer to the younger lady, of course, and thus the conversation with the three gentlemen whom I encountered shortly after leaving Talbot's hotel will be easily explained, as also their allusion to Ninon De L'Enclos."
0,I say with a sensual delight.
0,"As I had never visited a place of the kind, I thought the opportunity too good to be lost; and so proposed to my travelling companion a gentleman with whom I had made casual acquaintance a few days before that we should turn aside, for an hour or so, and look through the establishment."
0,"About eight o'clock at night, having become seriously alarmed at his protracted absence, we were about setting out in search of him, when he unexpectedly made his appearance, in health no worse than usual, and in rather more than ordinary spirits."
0,For these I longed with a phrenzied desire.
0,But it is not to this fact that I now especially advert.
0,"She floated again from out the light and into the gloom which deepened momently and again her shadow fell from her into the ebony water, and became absorbed into its blackness."
0,The boundaries which divide Life from Death are at best shadowy and vague.
0,"With these materials and with the aid of my trowel, I began vigorously to wall up the entrance of the niche."
0,"Frequently, too, pausing in the middle of a sentence whose commencement he had apparently forgotten, he seemed to be listening in the deepest attention, as if either in momentary expectation of a visiter, or to sounds which must have had existence in his imagination alone."
0,I have hitherto managed as well as I could without either.
0,His ultimate design was to sell it.
0,"Her voice embraced three complete octaves, extending from the contralto D to the D upper soprano, and, though sufficiently powerful to have filled the San Carlos, executed, with the minutest precision, every difficulty of vocal composition ascending and descending scales, cadences, or fiorituri."
0,"When I considered all these particulars, I doubted not for a moment that heat had been the agent in bringing to light, upon the parchment, the skull which I saw designed upon it."
0,Each likens it not to the voice of an individual of any nation with whose language he is conversant but the converse.
0,It was with difficulty that he reconciled his dreamy and incoherent feelings with the certainty of being awake.
0,Diana smelled the rat.
0,There was Delphinus Polyglott.
0,"If you can, in any way, make it convenient, come over with Jupiter."
0,Was it not Socrates who said that the statuary found his statue in the block of marble?
0,"At length, as often happens to the sleeper by sleep and its world alone is Death imaged at length, as sometimes happened on Earth to the deep slumberer, when some flitting light half startled him into awaking, yet left him half enveloped in dreams so to me, in the strict embrace of the Shadow came that light which alone might have had power to startle the light of enduring Love."
0,"As for ""Oppodeldoc,"" I began to experience compassion for the poor fellow."
0,"Now, uncle, all that Kate and myself wish at present, is that you would oblige us with your advice as as regards the time you know, uncle in short, when will it be most convenient for yourself, that the wedding shall shall come off, you know?"" ""Come off, you scoundrel what do you mean by that?"
0,"It was during one of these reveries or pauses of apparent abstraction, that, in turning over a page of the poet and scholar Politian's beautiful tragedy ""The Orfeo,"" the first native Italian tragedy, which lay near me upon an ottoman, I discovered a passage underlined in pencil."
0,"I acknowledged his kindness in my best manner, and took leave of him at once, with a perfect understanding of the true state of affairs with a full comprehension of the mystery which had troubled me so long."
0,The modes and sources of this kind of error are well typified in the contemplation of the heavenly bodies.
0,"They seemed to be screams of some person or persons in great agony were loud and drawn out, not short and quick."
0,I had indeed made a narrow escape.
0,"I revelled in recollections of her purity, of her wisdom, of her lofty, her ethereal nature, of her passionate, her idolatrous love."
0,"Coincidences ten times as remarkable as this the delivery of the money, and murder committed within three days upon the party receiving it, happen to all of us every hour of our lives, without attracting even momentary notice."
0,"""I let myself down to the ledge, and found that it was impossible to retain a seat upon it except in one particular position."
0,Our first impulse is to shrink from the danger.
0,"Now and then, the malady of some individual growing to a crisis, or taking a sudden turn of fury, we conveyed him to a secret cell, lest his disorder should infect the rest, and there kept him until we could dismiss him to his friends for with the raging maniac we have nothing to do."
0,But the memory of past sorrow is it not present joy?
0,Thus Novalis errs not in saying that 'we are near waking when we dream that we dream.'
0,"An icy chill ran through my frame; a sense of insufferable anxiety oppressed me; a consuming curiosity pervaded my soul; and sinking back upon the chair, I remained for some time breathless and motionless, with my eyes riveted upon her person."
0,"Up the long avenue of aged oaks which led from the forest to the main entrance of the Château Metzengerstein, a steed, bearing an unbonneted and disordered rider, was seen leaping with an impetuosity which outstripped the very Demon of the Tempest."
0,"""In the meantime the breeze that had headed us off fell away, and we were dead becalmed, drifting about in every direction."
0,These stones had all been broken from their settings and thrown loose in the chest.
0,"I would really give fifty thousand francs to any one who would aid me in the matter."""
0,"Nearly all that we have hitherto known of them is, that they were a portion of the Knickerbocker tribe of savages infesting the continent at its first discovery by Recorder Riker, a knight of the Golden Fleece."
0,"The leading article, I must admit, was brilliant not to say severe."
0,"If I did not hit upon the village before sunset, or even before dark, it was more than possible that a little Dutch farmhouse, or something of that kind, would soon make its appearance although, in fact, the neighborhood perhaps on account of being more picturesque than fertile was very sparsely inhabited."
0,"A thousand vague and lachrymatory fancies took possession of my soul and even the idea of suicide flitted across my brain; but it is a trait in the perversity of human nature to reject the obvious and the ready, for the far distant and equivocal."
0,Its principle regards our well being; and thus the desire to be well is excited simultaneously with its development.
0,"Thus speaking, and having carefully shaded his lamp, he hurried to one of the casements, and threw it freely open to the storm."
0,"One of these he maintained to be the head of Cicero; the other he imagined a composite one, being Demosthenes' from the top of the forehead to the mouth, and Lord Brougham's from the mouth to the chin."
0,"The boat glides between them, and commences a rapid descent into a vast amphitheatre entirely begirt with purple mountains, whose bases are laved by a gleaming river throughout the full extent of their circuit."
0,"The doors again close, the magician resumes his original position, and the drawer opens to return the medallion."
0,"The rush for the ""sole paper which had the news,"" was something beyond even the prodigious; and, in fact, if as some assert the ""Victoria"" did not absolutely accomplish the voyage recorded, it will be difficult to assign a reason why she should not have accomplished it."
0,"So far, you had been stooping in your gait; but now I saw you draw yourself up to your full height."
0,"It seemed to have been constructed for no especial use in itself, but formed merely the interval between two of the colossal supports of the roof of the catacombs, and was backed by one of their circumscribing walls of solid granite."
0,"You alone, habited in a white robe, passed in all directions musically about me."
0,I now ventured to inquire the cause of the disturbance.
0,"Minutely and sagaciously directing the various modes of investment, he bequeathed the aggregate amount to the nearest of blood, bearing the name Ellison, who should be alive at the end of the hundred years."
0,"""God bless me my dear fellow,"" here again whistled the bundle, ""what what what why, what is the matter?"
0,He talked of Eusebius and Arianus; heresy and the Council of Nice; Puseyism and consubstantialism; Homousios and Homouioisios.
0,"At length, upon a peremptory call for ""Madame Lalande,"" she arose at once, without affectation or demur, from the chaise longue upon which she had sat by my side, and, accompanied by one or two gentlemen and her female friend of the opera, repaired to the piano in the main drawing room."
0,"If, dating our inquiries from the body found, and thence tracing a murderer, we yet discover this body to be that of some other individual than Marie; or, if starting from the living Marie, we find her, yet find her unassassinated in either case we lose our labor; since it is Monsieur G with whom we have to deal."
0,"I was glad of this, for I wished to retain with me as much weight as I could carry, for reasons which will be explained in the sequel."
0,"He had composed a tragedy which set the whole country in a guffaw, and a farce which deluged the universe in tears."
